Overheid,Regeling,Ontvanger,Beleid,Realisatie,Jaar
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2504.87,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3384.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3110.08,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3657.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3666.08,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3668.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3902.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1382.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3993.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2306.29,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2955.67,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2588.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4812.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5045.43,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5193.51,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5297.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5415.55,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5864.78,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6592.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6315.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6359.24,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2603.57,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,8611.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,21967.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,7624.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3198.56,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2401.56,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2480.32,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2210.63,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1371.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2717.81,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2846.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3506.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1894.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2951.19,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1812.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4705.29,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2849.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2480.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2707.81,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3978.85,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1367.84,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1687.13,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2347.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2146,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2389.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2482.77,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2093.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2562.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2343.44,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2899.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2615.32,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2481.81,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2803.13,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2172.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,12400.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1403,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2468.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2170.45,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2906.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3346.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2578,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1403,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2176.44,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2251.94,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2851.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5625,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2243.22,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3037.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2413,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2101.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3459.06,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3000,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2426.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,7375,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1843.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2562.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1810.69,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2875,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3062.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1289.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3034.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2809.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6859.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2929.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1584.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6978.13,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5463.19,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1541.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4861.57,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6125,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,9714.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3058.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,9684.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3600,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3982.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5017.6,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4708.13,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4632.82,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,9346.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1359.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6365.19,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6638,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6172.63,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4225,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,7320.63,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,10504.44,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3894.69,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,10775.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1687.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6553.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4685.32,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4499.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,8112.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3000,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,11881.34,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5371.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6957.81,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,8579,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1528.13,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4577.82,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3775,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1725.63,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2180,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2254.69,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3213.6,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2843.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,10047.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,12500,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3394.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6540.85,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,3342.56,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,7646.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,5149.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,12500,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6056.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,8343.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,7215.62,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1675.94,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,12072.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4541.74,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,11542.19,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2268.83,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6411.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6329.69,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1655.47,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1480.63,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1851.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2637.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4821.88,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1710,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,6821.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2623.44,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1343.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,9531.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,9942.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,10367.38,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4687.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,4762,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1781.25,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1655.32,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,7187.5,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,2779.75,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,1529.07,2015
Ministerie van Economische Zaken,"Duurzaamheidsinvesteringen (POP-Nieuwe Uitdagingen), incl. onderdeel IRE",X,16,12437.5,2015
