"actorenId","actorenName","actorenComment"
"10648/40a3208d-304f-4411-ac7d-ef0e78f4b567","Directoraat-Generaal Welzijn (CRM, WVC, VWS)","1975-1996"
"10648/84d6f46e-0807-4325-b6b8-b8b7a5d15514","Directie Arbeidsmarktbeleid Bijzondere Groepen (SZW)","2002-2004"
"10648/0a127d57-001a-49f2-bc3e-0194e3dce9ef","Algemene Leiding (CRM)","1975-1982"
"10648/396d4bc1-80a1-4969-95e5-24cd11be8ea9","Algemene Leiding (WVC)","1982-1994"
"10648/80c230a4-6f52-40a9-a9f4-c3273d81f0cc","Bureau Intercoach (SZW)","2003-2004"
"10648/46c29def-e52f-4e6e-85a6-5da2efb31716","Bewakingsdienst (SZW)","2003-2004"
"10648/2a43c512-c580-49bf-b822-e26fe2a2cbaa","Directie Arbozorg en Verzuimbeleid (SZW)","2002-2004"
"10648/c9da73a6-fbb1-43ed-9192-35505502eab2","Directie Bedrijfsvoering (VWS)","2009-2015"
"10648/25ba9023-b824-4db2-a2d0-bfc57831a51f","Facilitaire Dienst (VWS)","1996-2009"
"10648/4c0f1a36-0422-4763-8fd8-99c9538ac863","Directie Arbeidsomstandigheden (SZW)","2005"
"10648/0c0b703a-9e1d-4f02-a71b-48f420e435cf","Centrale Directie Bedrijfsvoering en Facilitaire Ondersteuning (VWS)","1994-1996"
"10648/00620aa1-187a-41f2-943e-1128e388472d","Directie Informatiehuishouding (VWS)","2006-2009"
"10648/9ef1ad19-39dd-43c8-b66f-893b03c4ac58","Directie Ramingen en Analyse (SZW)","2002-2004"
"10648/06725c3b-469d-4ebe-8ce2-a6fc3437ae59","Centraal Kantoor (SZW)","1994-2003"
"10648/6c13aadf-2df9-4457-99d9-1cdd8a2eddf9","Directie Communicatie (VWS)","1996"
"10648/696be00b-095c-435d-9bce-6bed93bfb5cf","Directie Uitvoeringszaken / Juridische Zaken en Beleidsinformatie (SZW)","2003-2003"
"10648/76ca8c53-071e-4ed0-85c8-ed19823b373f","Structurering en Integratie Gemeentelijke Informatiestromen SZW (SZW)","2003-2003"
"10648/97673675-fd45-4836-830e-a0b2a0b40bd8","Directie Facilitaire Zaken (SZW)","2006-2009"
"10648/17af67f5-f0e6-4481-8276-9851f743b239","Centrale Directie Voorlichting, Documentatie en Bibliotheek (VWS)","1994-1996"
"10648/c18aa456-0727-42fd-a8c1-fba99388669a","Academie SZW (SZW)","2002-2013"
"10648/bcc99eb3-d4bd-46b1-86fc-b414d6f9d082","Directie Internationale Zaken (VWS)","2002"
"10648/1c0effd8-8473-4c0d-855a-67c70fdd8c95","Eenheid Programma's en Projecten (VWS)","2005-2012"
"10648/11eb556f-71c4-440f-a63e-130812688d9b","Directie Personeel en Organisatie (VWS)","1994-2012"
"10648/3fbee350-f8eb-4555-bf0b-baaf911ea3c7","Directie Arbeidsveiligheid en Gezondheid (SZW)","2002-2004"
"10648/7a1ae635-6921-4230-92f9-5a077ebee57e","Relatie Arbeids- en Publieksveiligheid (SZW)","2002-2003"
"10648/99601fab-d6f8-44d3-8125-e1beebe4e39b","Bureau Opsporingsbeleid (SZW)","2002-2003"
"10648/3a9fdbcb-1ff4-4844-a3cd-ae7255efba8d","Directie Expertcentrum Gegevensverkeer en Informatiemanagement (SZW)","2002-2003"
"10648/4e879626-7e3b-476e-97af-5f099dc97c6f","Directie Uitvoering Werk en Inkomen (SZW)","2002-2003"
"10648/58a49db8-053f-4c63-99bd-e3acd771828b","Directie Beleidsontwikkeling (SZW)","2002-2003"
"10648/9e81efa5-793d-42ea-a247-e4ff079c48aa","Directie Toezicht CWI, SVB en Samenwerking (SZW)","2002-2003"
"10648/ca6e452f-0649-420f-ae40-7b53f1460387","Directie Toezicht UWV, RWI, SER, PVK en Arbo-instanties (SZW)","2002-2003"
"10648/1248b29c-5c01-4e3b-9b4f-c982aa90bbed","Project Directoraat-Generaal Sociale Zekerheid en Zorg (SZW)","2002-2003"
"10648/555c022b-2cec-4722-bacf-a9747fe43f14","Directie Onderzoek en Ontwikkeling (SZW)","2002-2002"
"10648/3904d47b-2fd6-4f6c-9345-afb34ddacc84","Departementaal Projectbureau Reintegratiebeleid (SZW)","2002-2002"
"10648/c57b8ec6-82d9-49f4-bd0c-30bd3f89c6d3","Departementaal Projectbureau Handhavingsbeleid (SZW)","2002-2003"
"10648/b2db8b2c-0da6-479b-a3ce-5f121a05e394","Commissie van Advies Stoomwezen (SZW)","1995-2002"
"10648/975bc571-8d6e-4158-97d8-fbf58a3ca814","Commissie Preventie van Rampen door Gevaarlijke Stoffen (SZW)","1992-2004"
"10648/642166f0-c345-41c8-b07c-343549618ccb","Interdepartementale Coördinatiecommissie Emancipatiebeleid (CRM, SZW)","1977-2003"
"10648/d600da43-5e48-4e58-a2ad-1a62c9b5535a","Jeugdinstelling Almata (VWS)","2009-2014"
"10648/cb8881f3-2163-458b-8776-114766f8dbe2","Jeugdinstelling De Lindenhorst (VWS)","2009-2014"
"10648/6e7661b6-23ce-4097-9d3e-3c992fbc7a18","Directie Toezicht (SZW)","1995-2001"
"10648/fae500c4-379d-45c0-b9f0-30f4c78ac910","Directie Analyse en Onderzoek (SZW)","1995-2001"
"10648/58458693-1552-46fd-8000-1f1d4eb6789b","Bureau Programma Ondersteuning (SZW)","1995-2001"
"10648/c29664a0-3a8f-44c6-86ca-38188cbd97ec","Directie Voorlichting, Bibliotheek en Documentatie (SZW)","1986-2001"
"10648/021e54e3-a33b-42a6-b113-0b62ceaf55b2","Directie Externe Betrekkingen (SZW)","1975-1985"
"10648/c0d76700-6a85-49ec-94d2-d7645495fea2","Veranderorganisatie Structuur Uitvoering Werk en Inkomen i.o. (SZW)","2000"
"10648/fc88a235-dcac-4ad1-bbe0-f773b6dabf07","Bureau Uitvoering Europese Subsidie-instrumenten (SZW)","1995-2000"
"10648/9f30ec7d-7593-4360-b4ab-a9903b6cbd26","Adviescommissie Arbeidsongeschiktheid (SZW)","2000-2000"
"10648/95185ae5-38ed-4c49-a471-1d0b4d620138","Kernfysische Dienst (SZW, VROM, IenM)","1975-2014"
"10648/5bd3da65-73bd-45ca-9775-c8c2061b20f9","Bureau Procesmanagement Samenwerking Werk en Inkomen (SZW)","1998-1999"
"10648/4a200b2e-36be-406e-88a0-15f0e4fc2b01","Directie Personeel, Organisatie en Informatie (SZW)","1999-2010"
"10648/ffd218e8-896d-454f-959f-2dd7f838a933","Commissie Reactorveiligheid (SZW)","1987-1998"
"10648/65ea6eec-7388-445b-ab58-e95940a10b58","Directie Tewerkstelling Erkende Gewetensbezwaarden Militaire Dienst (SZW)","1975-1996"
"10648/e9c45b63-59c2-48aa-bcf4-87f338034bdb","Emancipatieraad (SZW)","1981-1996"
"10648/45274070-ea7e-489e-a5c1-3fc2378d8e0e","Bureau Emancipatieraad (SZW)","1982-1996"
"10648/74175646-c743-4269-abca-10b2df83510a","College van toezicht sociale verzekeringen (SZW)","1994-2001"
"10648/c8f615fc-1bfe-4d48-b552-7687e9897ce7","Gemeenschappelijk Centrum Infrastructuur (SZW)","1994"
"10648/c0f43359-6854-4933-b6ba-b6f049a5afb0","Departementale AO-Adviesgroep (SZW)","1994-1994"
"10648/b4d17b54-d3f2-4ca3-8444-3c7afd31d2f4","Directie voor de Migratie (SZW)","1975-1994"
"10648/495428fd-b588-4718-b52b-26a7bcacc025","Stafafdeling Algemeen Secretariaat (SZW)","1990-1994"
"10648/e6ad67cb-5519-4aa4-b6ff-5da2fc6b0e9a","Directie Publieke Gezondheid (VWS)","2004"
"10648/606ed925-8ac2-41eb-ba38-4fd8d9562a08","Stafafdeling Personeel (SZW)","1990-1994"
"10648/a938327f-77bc-4000-8085-4ddef983e9b4","Stafafdeling Ontslagtaken (SZW)","1990-1994"
"10648/25554dc9-1fee-41f3-a724-4d289c45f1d6","Stafafdeling Wetgevingsbeleid en Internationale Arbeidsverhoudingen (SZW)","1981-1994"
"10648/54a02dd9-4d5a-4c4c-ad20-e42e61a5bdaa","Directie Algemeen en Intern Beleid (SZW)","1977-1994"
"10648/690e7bd6-a609-4a22-be79-7643f5927dc7","Directie Gezondheid (SZW)","1981-1994"
"10648/069f44ee-c61a-4bad-a7dc-f93c94c745ab","Directie Sociaal Arbeidsbeleid (SZW)","1981-1994"
"10648/2ced33c1-b154-4853-8363-11147b8d87b9","Directie Veiligheid (SZW)","1984-1994"
"10648/e2befee2-e25a-4d62-b0c6-aa6fe1b54de3","Directie Financieel-Economisch Beleid en Onderzoek (SZW)","1979-1994"
"10648/48a9d024-324b-4b6a-a9de-28965ea70548","Directie Intern Management (SZW)","1983-1994"
"10648/36d20318-13aa-4566-9850-9ce39685b92b","Rijksconsulentschappen (SZW)","1986-1994"
"10648/79f0e2b5-f18f-48fe-8bbf-ad7bde90423e","Commissie gelijke behandeling van mannen en vrouwen bij de arbeid (SZW)","1980-1994"
"10648/436f85ac-d7be-4d7f-92fe-ccdf55495465","Commissie Arbeidsgezondheidskundig Onderzoek (SZW)","1988-1994"
"10648/3549f720-a414-41a1-b503-6d8f5b8cab12","Algemeen Werkloosheidsfonds (SZW)","1949-1994"
"10648/b2a199f5-6ac3-44f9-908e-8be9cedc574b","Algemeen Arbeidsongeschiktheidsfonds (SZW)","1976-1994"
"10648/fdfb0f6d-a789-4bbc-9985-7971c413d8b6","Sociale Verzekeringsraad (SZW)","1953-1995"
"10648/1a58bcd9-b15c-4730-b59f-b3ccac2697df","Pensioenkamer (SZW)","1983-1994"
"10648/98cbab3c-6753-40b7-b2ea-012165c09b0f","Commissie Coördinatie Arbeidsvoorwaarden en Inkomensaangelegenheden (SZW)","1977-1994"
"10648/38b60731-a98c-4cd1-8fee-d370226ae7f3","SoZa Consult (SZW)","1990-1994"
"10648/30ce8db3-0f50-4d62-8d9e-e4db920b062a","Loontechnische Dienst (SZW)","1975-1992"
"10648/ac6617fe-d76d-48f5-b788-ba9b9c9c7072","Dienst Collectieve Arbeidsvoorwaarden (SZW)","1982-1992"
"10648/b76bde69-4f6b-4e6e-ae26-1c165d18960d","Dienst Inspectie Arbeidsverhoudingen (SZW)","1987-1992"
"10648/13506ef3-7aff-4b02-bf40-d0447445640c","Dienst voor het Stoomwezen (SZW)","1855-1994"
"10648/c438c67f-133f-4cda-a992-7850c24ba826","Inspectie van de Havenarbeid (SZW)","1975-1992"
"10648/4a3e712d-a409-4002-b962-2ef4ce41aed8","Arboraad (SZW)","1980-1992"
"10648/a2b9e944-9017-4e8f-bf97-c78f87468ee1","College van Bijstand en Advies voor de Bedrijfsgezondheidszorg (SZW)","1980-1992"
"10648/6088f948-0680-4634-9a19-33363cae03a0","Commissie Deskundige Diensten (SZW)","1980-1992"
"10648/4fcba76d-5fd4-4b28-a28c-ec6e246c2ba2","Commissie Invoering Arbowet (SZW)","1980-1992"
"10648/b19f3269-5d8d-4c55-8791-e82f33d10a92","Commissie Bezwaarschriften (SZW)","1984-1992"
"10648/7d05c7d3-de2a-4d0b-9e02-d6e80f009124","Agendacommissie (SZW)","1985-1992"
"10648/9322306f-d71c-48b2-a1aa-c4e4af8f913f","Centrale Begeleidingscommissie Arbeidsplaatsverbetering (SZW)","1985-1992"
"10648/b450a404-4ee6-4edb-a989-5101212213ee","Commissie Begeleiding Arbeidsveiligheidsrapport (SZW)","1985-1992"
"10648/afcee509-b08e-44d4-af6e-2f5c6623b5c6","Commissie Internationale Zaken (SZW)","1985-1992"
"10648/75833123-e017-48ce-b720-415b3c7d8bc4","Commissie Grenswaarden Gezondheidsschadelijke Stoffen (SZW)","1985-1992"
"10648/7782b8e6-d53f-4958-8277-fcfa6ac1423e","Zandsteencommissie (SZW)","1985-1992"
"10648/dfd8ce85-355d-4023-9df0-6c87ae407f7f","Commissie Onderzoek (SZW)","1987-1992"
"10648/4767ab88-2695-4029-b681-0a9fbe2dbcde","Commissie Arbeidsinspectie en Uitvoering (SZW)","1989-1992"
"10648/688bd823-0683-4ecf-990d-a48d5ff47766","Overlegorgaan Dienstverlening Arbeidsomstandigheden (SZW)","1989-1992"
"10648/0982ab1f-dfd5-45a4-b909-99319f4a812c","Commissie voor de Veiligheidszorg (SZW)","1989-1992"
"10648/9b221a41-6d95-40d6-8aea-44f4de38d5d2","Toeslagenfonds (SZW)","1987-1991"
"10648/9f63a7a7-136b-4601-8d2e-b99045fa25b3","Adviescommissie Rijtijden (SZW)","1978-1991"
"10648/f21a87c3-3ebc-4c99-b428-010ffb9971be","Personeelsafdeling Centrale Onderdelen (SZW)","1986-1990"
"10648/beca67ce-d596-4a8e-bf7c-39a1ea93e407","Administratieve Servicegroep Centrale Onderdelen (SZW)","1988-1990"
"10648/0ebee882-4d42-4a89-b5ec-86e7468ed5b9","Voorlopige Commissie van Overleg en Coördinatie inzake Voorlichting over Remigratie (SZW)","1985-1991"
"10648/32a593b4-8ff0-4825-97d9-f8aa80f9019d","Centrale Begeleidingscommissie voor de Arbeidsvoorziening inde Zeescheepvaart (SZW)","1977-1990"
"10648/ac93634f-04f1-4e92-a220-268e63bd478b","Centrale Begeleidingscommissie (SZW)","1980-1990"
"10648/e6febb23-a798-4583-b124-b026c5c5ec83","Centrale Directie Organisatie en Informatica (SZW)","1980-1989"
"10648/39af684f-458b-43fc-8660-620f3ca886f7","Directiesecretariaat (SZW)","1975-1984"
"10648/dbf377b2-4ec7-426c-8825-09a6e7b11579","Operationalisering (SZW)","1975-1984"
"10648/0499c561-4ff2-42df-9cca-6df7c6fc6c86","Algemene Zaken (SZW)","1975-1984"
"10648/8f3d6093-21ec-4ff8-8a98-539bed354951","Juridische Zaken (SZW)","1975-1984"
"10648/706e19f5-0ddc-4591-aa7b-b21c7ea81f3f","Directie Instrumenten Arbeidsvoorziening (SZW)","1975-1987"
"10648/d5ad6858-59fe-4772-8a2a-b861560fcbbe","Districts- en Arbeidsbureaus alsmede Centra voor vakopleidingingen van volwasssenen (SZW)","1975-1987"
"10648/e13f3aa1-432e-45b3-bba2-b7183f223aab","Districtsbureaus voor Aanvullende Civieltechnische Werken (SZW)","1975-1983"
"10648/04cd4089-9813-4617-8a4f-e6462f3eb8bf","Bestuurlijke Informatie en Financiële Aangelegenheden (SZW)","1975-1984"
"10648/15e27cb6-03dc-4900-9e4f-6ee065acfb88","Directie Interne Bedrijfsvoering (SZW)","1985-1989"
"10648/721a4aec-54d1-4373-a569-7f33cb403c85","Inspectie Beroepskeuzevoorlichting (SZW)","1975-1989"
"10648/4feb3a00-9c84-4838-a8c7-8c56194e76d6","Directie Onderzoek Arbeidsvraagstukken (SZW)","1988-1989"
"10648/ffa5b31e-9930-4e21-819b-38f0604dba2e","Directie Bemiddeling (SZW)","1988-1989"
"10648/727ac9fa-b8df-41b3-bbd0-92071121314d","Directie Scholing en Intermediaire Voorzieningen (SZW)","1988-1989"
"10648/7d8ae477-1d22-4b42-aff7-3395001a5711","Raad voor de Beroepskeuzevoorlichting (SZW)","1963-1989"
"10648/6f462c57-ac99-4d00-acb4-28c5bb6224d3","Centrale Commissie van Bijstand en Advies voor de Directeur-Generaal van het Rijksarbeidsbureau (SZW)","1944-1989"
"10648/8043e276-7c12-41af-854a-c1c94813ae4f","Werkgroep van Deskundigen (SZW)","1976-1989"
"10648/d3b8f99c-7cef-4e9d-b03d-f6719f34bcfc","Technische Commissie voor toestellen onder druk (SZW)","1960-1989"
"10648/3eb22dfb-96fb-47b2-a559-7460ed56e344","Commissie Onderzoek Sociale Zekerheid (SZW)","1977-1989"
"10648/749254fd-2220-4ee7-b7e3-608df54f6aaf","Asbestcommissie (SZW)","1977-1988"
"10648/1efae93b-398d-4aa3-b740-b2668cec0557","Buitengewoon Besluit Arbeidsverhoudingen Commissie (SZW)","1952-1988"
"10648/0e17945f-97e0-4e30-b764-3ef6caa17900","Interdepartementale Coördinatiecommissie Jeugdwerkloosheid (SZW)","1980-1990"
"10648/b6d998fc-07fe-43b6-b39d-a1ae61d1f1e6","Sociale Commissie voor Binnenschippers (SZW)","1980-1990"
"10648/6e78ba91-6589-4dc1-aaa9-89fb96ef848c","Stichting Zeemanswelzijn Nederland (SZW)","1957-1987"
"10648/6f5271a8-7f51-4a39-a902-4fc6a241b3d6","Stafafdeling Beleidsontwikkeling (SZW)","1975-1987"
"10648/b8ee15b3-241b-4900-a0a0-bb3d584ed980","Centrale Leiding Buitendienst (SZW)","1975-1987"
"10648/b1896be1-5a92-40d4-8d99-dbf166f262f1","Directie Complementaire Sociale Voorzieningen (SZW)","1975-1987"
"10648/47aa18f5-6052-4737-94c0-17648d83057b","Vertegenwoordiging te Brussel en te Luxemburg (SZW)","1975-1987"
"10648/0d92a33c-1d2b-4cb4-a8a8-11606db07283","Centra voor Beroepsoriëntatie en Beroepsoefening (SZW)","1975-1988"
"10648/2bf37a1c-1bca-482f-9174-7c7b9ceabab6","Interdepartementale Commissie inzake het Arbeidsmarktbeleid (SZW)","1969-1987"
"10648/9c61c318-47e2-4343-80aa-6bc68fbddac9","Directie Algemene Beleidsplanning (SZW)","1975-1986"
"10648/1a0a6600-1048-4789-b1ee-62e2ba8e5ee5","Directie Arbeidsvoorwaarden-, Inkomens- en Vermogensbeleid (SZW)","1981-1986"
"10648/c7a1ed9c-b9dd-477b-847a-c3e3fef981ef","Commissie Zelfstandigen (SZW)","1975-1986"
"10648/49aabc72-ac68-459e-b818-5d50e52f4d90","Centrale Commissie Complementaire Arbeidsvoorziening Beeldende Kunstenaars (SZW)","1953-1986"
"10648/816d2d36-e373-4b3b-b397-05bce21ba374","Voorlichting over Emigratie (SZW)","1981-1985"
"10648/b8a5a061-0fd1-4dbf-83b6-a9d00dead926","Directie Algemene beleidsvorming en wetgeving (SZW)","1977-1984"
"10648/fef1761b-0625-440f-b7cb-46c8c9c1bd24","Personele Zaken (SZW)","1975-1984"
"10648/3d96bbf7-9e83-41b2-9afa-0becfd4ef543","Directie Coördinatie Werkgelegenheidsbeleid (SZW)","1982-1983"
"10648/5ff5c128-cb60-4d2e-9597-1a74c8782bf7","Technische Zaken (SZW)","1983-1983"
"10648/1216f736-0c1a-428c-8e3d-4488a507bb88","Medische zaken en sociaal beleid (SZW)","1977-1980"
"10648/30d65dfc-2f05-4a8a-bc3e-064df9099a62","Electrotechnische Dienst (SZW)","1975-1982"
"10648/e1e5f7f6-6e41-4e43-8091-9906a3f48a73","Werktuigkundige Dienst (SZW)","1975-1982"
"10648/5819b66c-4ec5-4a2d-8f92-254bd0fc4664","Scheikundige Dienst (SZW)","1975-1982"
"10648/e2aa737f-2f94-4272-978a-917bff50a861","Landbouwkundige Dienst (SZW)","1975-1982"
"10648/b52bbf6b-3c4f-47bf-990f-b852227c74dc","Medische Dienst (SZW)","1975-1976"
"10648/4f821c06-fe65-4653-acc6-b0f3df62f220","Bijstandzaken (rijksconsultschappen) (SZW)","1983-1983"
"10648/8f4b928a-8c1d-4e32-b938-8b2aa8b5bf5b","Raden van Arbeid (SZW)","1975-1988"
"10648/bc0011d3-6372-4c67-bae4-2f7a8fdfbed5","Loonbureau (SZW)","1975-1981"
"10648/e0a2488b-9fd8-4e39-bec3-3e108d9aa796","Hoofdafdeling Sociaal Bedrijfsbeleid (SZW)","1975-1976"
"10648/4985da21-9a9f-4f8f-af07-f472c4fd51dc","Algemeen Secretariaat (SZW)","1975-1976"
"10648/4c71b2aa-95af-404b-bc10-e59dc3fd4db3","Beleidsanalyse en Planning (SZW)","1975-1976"
"10648/9b2d4ab2-ee3f-4a5e-942a-72bddf363d44","Hoofdafdeling Wetgevingsbeleid (SZW)","1975-1976"
"10648/0c6b15c5-33fa-48b1-99cf-8c07edc64e28","Nederlandse Emigratiedienst (SZW)","1952-1980"
"10648/365f0ca6-9826-49ed-bcaf-bec51c027d45","Aanmeldingspunten voor Emigratie (SZW)","1975-1980"
"10648/7263ccc7-846c-4992-b295-9ee2e158e2d0","Emigratiebestuur (SZW)","1951-1992"
"10648/ea564c38-821c-4db6-b5b6-334d04bc2e14","Commissie Arbeidspositie vrouwen en meisjes (SZW)","1946-1981"
"10648/d7319983-6983-403f-846d-bd51abca0ff4","Coördinatiecommissie Vakantiespreiding bedrijfsleven en onderwijs (SZW)","1966-1988"
"10648/8de82ef0-cfe0-4206-a456-83c2c91894c3","College van Bijstand en Advies voor de Bedrijfsgeneeskunde (SZW)","1966-1994"
"10648/1908377f-4011-4b8e-bd4d-dcbdd3195cb8","Commissie voor gelijk loon voor vrouwen en mannen (SZW)","1976-1979"
"10648/845f85f8-0f6a-4123-a2f7-cefad456901d","Directie Sport (CRM, WVC, VWS)","1976"
"10648/f93954ff-a816-4a65-be6a-4fc72fc3866c","Directoraat-Generaal voor Recreatie en Media (WVC)","1982-1984"
"10648/323d7f6a-a3db-4e7c-996b-8ab47c6bd937","Directoraat-Generaal voor Natuurbehoud, Recreatie en Media (CRM)","1976-1982"
"10648/05d281ed-6f87-4a7e-83b4-3217ea72ce24","Directie Voeding, Gezondheidsbescherming en Preventie (VWS)","2002"
"10648/bf377399-5714-4934-be42-3303ca1652d3","Directie Beheer en Managementondersteuning (WVC, VWS)","1990-1996"
"10648/796af024-6b51-449f-a676-74aa29e139bb","Directoraat-Generaal voor Culturele Zaken (CRM, WVC, OCW)","1975-1996"
"10648/4dbdb6b5-a9af-4cc0-9c44-7f378a6d8e35","Directie Curatieve Zorg (VWS)","1996"
"10648/cbced591-a8f6-4afd-804b-b258761c1ae6","Directie Geneesmiddelen en Medische Technologie (VWS)","1996"
"10648/f732eb66-0dd0-4b5f-bb8e-2ae3ff5a7b08","Directie Gehandicaptenbeleid (WVC, VWS)","1988-2006"
"10648/0d8f4834-67b4-41c5-93d6-7025dc827209","Directie Langdurige Zorg (VWS)","2006"
"10648/4d8e7f30-78c1-409e-93b3-3f5843c8306d","Directie Geestelijke Gezondheidszorg, Verslavingszorg en Maatschappelijke Opvang (VWS)","1996-2005"
"10648/b8102dea-0e0d-4647-ada5-8dae14127bd4","Directie Markt en Consument (VWS)","2004"
"10648/199bcc2b-de43-4e75-928d-895e94860617","Algemene Leiding (OenW)","1975-1994"
"10648/b83afa91-841e-4330-87e6-599417d20b1b","Directie Macro-Economische Vraagstukken en Arbeidsvoorwaardenbeleid (VWS)","1998-2015"
"10648/84960c85-b518-4d67-8a2f-a929019f8807","Eenheid secretariaten tuchtcolleges en toetsingscommissies (VWS)","2010"
"10648/55274c1b-1197-4161-8094-2aa025ece1aa","Directie Maatschappelijke Ondersteuning (VWS)","2006"
"10648/7b8be19b-0fd4-4b12-8e56-41ba61d17f25","Accountantsdienst (OenW)","1975-1994"
"10648/4238de43-31ee-4fe6-9bd6-b1832b8f05a4","Directie Bestuursondersteuning en Advies (OCW)","1994"
"10648/640fb7bc-23c6-4550-90e8-74d3f1b064b7","Directie Jeugd (WVC, VWS)","1985"
"10648/c4e70ab8-32f1-4c53-9329-2832f557a551","Directie Communicatie (OCW)","1996"
"10648/9ee7f5da-7375-44b4-a242-3d1504cdc158","Centrale Directie Voorlichting, Bibliotheek en Documentatie (OenW)","1984-1987"
"10648/4689f1b4-e6a1-412d-8c85-8246700e2d91","Centrale Directie Documentatie (OenW)","1975-1984"
"10648/8f1115e8-b05c-40f5-8f0c-a9aa06d4ac99","Centrale Directie Voorlichting (OenW)","1975-1984"
"10648/cebcfea5-152f-49fc-ba36-d821554706f2","Directie Concernondersteuning (OCW)","2008-2011"
"10648/2057778c-82c4-48dc-ab2e-2b4ef01ecb6f","Directie Verzetsdeelnemers, Vervolgden en Burger-oorlogsgetroffenen (CRM, WVC, VWS)","1973-2004"
"10648/4098cf67-aa6a-4c82-85cc-fd4df2978f58","Directie Algemene Zaken (OenW)","1975-1994"
"10648/c8631d55-82cd-4324-824f-1bf20b5d7fa1","Directie Financieel-Economische Zaken (OCW)","1994"
"10648/384cb141-84ef-45b6-b4a6-e01446bbfc8f","Eenheid Oorlogsgetroffenen en Herinnering WO II (VWS)","2004-2010"
"10648/285379bf-24c9-4b37-b21b-5f633d3a272d","Directie Gezondheidsbeleid (VWS)","1996-2002"
"10648/1b6d621b-2f57-492c-b3a0-38d457ec0dd2","Directie Internationaal Beleid (OCW)","1997"
"10648/aeb6492b-89c6-465c-a1f2-a5a3f1ae291e","Directie Internationale Betrekkingen (OenW)","1975-1987"
"10648/273dc37b-cb1d-4c51-bfef-31b6a68c06a3","Directie Voorlichting, Bibliotheek en Internationale Betrekkingen (OenW)","1987-1994"
"10648/568ed958-3e4f-43cd-a70a-1649eb69b4be","Directie Kennis (OCW)","2007"
"10648/b3cd2f36-4104-46b3-9e1b-eccf21b23ec5","Directie Wetgeving en Juridische Zaken (OCW)","1994"
"10648/8f508d8c-ce9f-437b-9394-001caca9e761","Directie Personeel en Organisatie (OCW)","1994-2008"
"10648/0dbae609-5772-47c0-86f0-d52307867f8e","Directie Personeel en Organisatie (OCW)","2011"
"10648/e0c9f8da-de3d-4816-a062-d36f5a8da273","Directoraat-Generaal Hoger Onderwijs, Beroepsonderwijs en Wetenschap (OCW)","2005-2008"
"10648/ed9e79ca-bfd2-4894-9e49-f8e2ab68c617","Directie Financieel-Economische Zaken (OenW)","1975-1994"
"10648/1a967821-5547-4a28-b35a-c5c19eae1459","Directie Wetgeving en Juridische Zaken (OenW)","1975-1994"
"10648/f07aa318-754b-41f1-be1d-47e95d17085c","Auditdienst (OCW)","1994-2011"
"10648/ccd783e4-9cc5-4c07-9797-e0768cebeae7","Directie Algemeen en Internationaal Volksgezondheidsbeleid (WVC, VWS)","1993-1996"
"10648/c8ea8480-74bc-4c63-bc85-67cbe86fbf16","Directoraat-Generaal voor het Basis- en Speciaal Onderwijs (OenW)","1975-1991"
"10648/0df5b748-9ef1-4070-bf98-5fdaa4c358f2","Directie Preventie, Algemene Gezondheidszorg en Opleidingen  (WVC, VWS)","1993-1996"
"10648/8a05c482-7396-4c1c-8f11-77d93e73785a","Directoraat-Generaal voor het Voortgezet Onderwijs (OenW)","1975-1991"
