Datum aanvraag,Consent nummer,Aantal,Goederen omschrijving,land van herkomst,land van bestemming (**),Ad-hoc J/N (***),VP/AN (****),Vervoermiddel,Plaats van uitgang
12/16/2005,26182271,"2,000","Patronen kal. 7,2x51mm",Litouwen,Colombia,N,,Auto/vliegtuig,Schiphol
12/16/2005,26191874,1,"1 Kogelgeweer, 200 munitie",Roemenië,Spanje,N,,Vliegtuig,Schiphol
12/20/2005,26194032,"543,800",Patronen,VS,Ierland,N,,Schip,Rotterdam
12/20/2005,26194024,"369,100",Patronen,VS,Spanje,N,,Schip,Rotterdam
12/20/2005,26182298,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
12/21/2005,26199301,"32,825",Magazijnen,Hongarije,VS,N,,Auto/Schip,Rotterdam
12/21/2005,26199336,1,"Kogelgeweer, munitie",VK,Zuid-Afrika,N,,Vliegtuig,Schiphol
12/21/2005,26199328,1,"Kogelgeweer, munitie",VK,Zuid-Afrika,N,,Vliegtuig,Schiphol
12/22/2005,26200962,442,Patronen kal. 155mm,VK,Italië,N,,Vrachtauto,Rotterdam
12/22/2005,26200970,442,Patronen kal. 155mm,VK,Italië,N,,Vrachauto,Rotterdam
12/22/2005,26200946,442,Patronen kal. 155mm,VK,Italië,N,,Vrachtauto,Rotterdam
12/22/2005,26200954,442,Patronen kal. 155mm,VK,Italië,N,,Vrachtauto,Rotterdam
12/22/2005,26200903,442,Patronen kal. 155mm,VK,Italië,N,,Vrachtauto,Rotterdam
12/22/2005,26199247,442,Patronen kal. 155mm,VK,Italië,N,,Vrachtauto,Rotterdam
12/22/2005,26195888,1,Kogelgeweer,VS,Kroatië,N,,Vliegtuig,Schiphol
12/23/2005,26206006,10,Ontstekers,VS,Israël,N,,Vliegtuig,Schiphol
12/23/2005,26206014,"2,500,000",Patronen kal. 9mm,België,Denemarken,N,,Auto,Onbekend
12/23/2005,26203287,"250,000",Munitie,Tsjechië,Bangladesh,N,,Auto/vliegtuig,Schiphol
12/27/2005,26202329,"444,000",Jachtpatronen,Spanje,VS,N,,Schip,Rotterdam
12/27/2005,26203406,"1,060",Hulzen (kal. 155mm) + toebehoren,Duitsland,VK,N,,Auto/schip,Rotterdam
12/27/2005,26203392,"2,350",Hulzen (kal. 155mm) + toebehoren,Duitsland,VK,N,,Auto/schip,Rotterdam
12/29/2005,26205654,"137,520",Patronen kal. .338,Zwitserland,VK,N,,Auto/schip,Onbekend
01/02/2006,26215226,4320,Rookgranaten,VS,Israël,,,Vliegtuig,Schiphol
01/02/2006,26211409,560000,Patronen,Spanje,Venezuela,,,Schip,Rotterdam
01/02/2006,26211514,560000,Patronen,Spanje,Venezuela,,,Schip,Rotterdam
12/27/2005,26205956,78,Machinegeweren,Hongarije,VS,,,Schip,Rotterdam
12/27/2005,26205948,6565,Pistoolmitrailleurs,Hongarije,VS,,,Schip,Rotterdam
12/27/2005,26205751,1,Kogelgeweer,Oekraïne,Duitsland,,,Vliegtuig,Schiphol
12/27/2005,26205646,1,Kogelgeweer,Noorwegen,Duitsland,,,Vliegtuig,Schiphol
12/27/2005,26205743,1,Kogelgeweer,Oekraïne,Duitsland,,,Vliegtuig,Schiphol
12/30/2005,26205689,1,Kogelgeweer + 40 Munitie,VK,Hongarije,,,Vliegtuig,Schiphol
01/03/2006,26195756,2,Kogelgeweren,Oostenrijk,Oeganda,,,Vliegtuig,Schiphol
01/02/2006,26203163,1,Kogelgeweer,Duitsland,VK,,,Vliegtuig,Schiphol
01/04/2006,26214165,1,"Zending jachtgeweren, delen en toebehoren",Portugal,VS,,,Schip,Rotterdam
01/04/2006,26214041,1,"Zending jachtgeweren, delen en toebehoren",Portugal,VS,,,Schip,Rotterdam
02/02/2006,26256151,4505,"Semi-automatische kogelgeweren kal.7,62x39mm",Servië en Montenegro,VS,,,Schip,Rotterdam
01/05/2006,26215250,1,Revolver,Noorwegen,Tanzania,,,Vliegtuig,Schiphol
01/06/2006,26221455,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/06/2006,26221463,15475,kg. Explosieven,Slovenië,VS,,,Auto/Schip,Rotterdam
01/09/2006,26224071,4904,Rookgranaten,VS,Israël,,,Vliegtuig,Schiphol
01/10/2006,26224101,4320,Rookgranaten,VS,Israël,,,Vliegtuig,Schiphol
01/10/2006,26223148,260400,Patronen,VS,Spanje ,,,Schip,Rotterdam
01/10/2006,26223032,2160,Hulzen en toebehoren kal. 155 mm,Duitsland,VK,,,Vrachtauto/Feeder,Rotterdam
01/10/2006,26223040,5000,kg. Explosieven,Zwitserland,VK,,,Vrachtauto/Feeder,Rotterdam
01/10/2006,Melding,28,Nachtzichtvizieren,India,Suriname,,,Vliegtuig,Schiphol
01/11/2006,26228832,4320,Rookgranaten,VS,Israël,,,Vliegtuig,Schiphol
01/11/2006,26228824,"20,000",Ontstekers,Duitsland,VK,,,Auto/Schip,Rotterdam
01/11/2006,26228859,6,Oefengranaten,VS,Qatar,,,Vliegtuig,Schiphol
01/12/2006,26224020,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26224039,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26224047,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26224055,1,Kogelgeweer,Tsjechië,Noorwegen,,,Vliegtuig,Schiphol
01/12/2006,26224012,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26225639,1,Kogelgeweer,Spanje,Letland,,,Vliegtuig,Schiphol
01/12/2006,26215307,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
01/12/2006,26224004,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26223997,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26223989,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26223970,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26223962,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26224063,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26223954,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
01/12/2006,26228867,1095000,Slaghoedjes,VS,Israël,,,Vliegtuig,Schiphol
01/12/2006,26228964,1,Kogelgeweer,Spanje,Letland,,,Vliegtuig,Schiphol
01/12/2006,26227038,50,Munitie kal. .505 GIBBS,VS,Tanzania,,,Vliegtuig,Schiphol
01/12/2006,26227011,1,Kogelgeweer,Spanje,Letland,,,Vliegtuig,Schiphol
01/12/2006,26228999,1,Kogelgeweer,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
01/12/2006,26228980,1,Kogelgeweer,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
01/12/2006,26228972,1,Kogelgeweer,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
01/13/2006,26228883,1,Kogelgeweer,Canada,Kirgizië,,,Vliegtuig,Schiphol
01/13/2006,26228875,1,Kogelgeweer + Munitie,Canada,Kirgizië,,,Vliegtuig,Schiphol
01/13/2006,26230780,1060,Hulzen en toebehoren kal. 155 mm,Duitsland,VK,,,Vrachtauto/Feeder,Rotterdam
01/13/2006,26230772,2400,Hulzen en toebehoren kal. 155 mm,Duitsland,VK,,,Vrachtauto/Feeder,Rotterdam
01/16/2006,26230837,1,Kogelgeweer,Spanje,Letland,,,Vliegtuig,Schiphol
01/17/2006,26233879,1,Revolver,Aruba,Italië,,,Vliegtuig,Schiphol
01/17/2006,26235707,6442,kg. Explosieven,Noorwegen,VS,,,Auto/Schip,Rotterdam
01/17/2006,26235596,2,Voortdrijvende ladingen kal. 155 mm,Zweden,VS,,,Auto/Schip,Rotterdam
01/17/2006,26235928,960,kg. Explosieven,Noorwegen,Canada,,,Auto/Schip,Rotterdam
01/17/2006,26235804,5785,kg. Explosieven,Noorwegen,Noorwegen,,,Auto/Schip,Rotterdam
01/18/2006,26234883,3,Kogelgeweren,Spanje,Estland,,,Vliegtuig,Schiphol
01/18/2006,26234867,1,Kogelgeweer,Spanje,Letland v.v.,,,Vliegtuig,Schiphol
01/18/2006,26230810,1,Kogelgeweer,Spanje,Letland,,,Vliegtuig,Schiphol
01/18/2006,26233860,1,Kogelgeweer,Spanje,Letland,,,Vliegtuig,Schiphol
01/18/2006,26234891,1,Kogelgeweer,Zweden,VS,,,Vliegtuig,Schiphol
01/19/2006,26234875,130000,Slaghoedjes,VS,Israël,,,Vliegtuig,Schiphol
01/23/2006,26240298,3250,Delen van ontstekers,VS,Israël,,,Vliegtuig,Schiphol
01/25/2005,26228948,2500000,Slaghoedjes,VS,Israël,,,Vliegtuig,Schiphol
01/26/2006,26243912,2400,Munitie,Duitsland,VK,,,Auto/Schip,Rotterdam
01/26/2006,26243866,1,Kogelgeweer,VS,Zimbabwe,,,Vliegtuig,Schiphol
01/26/2006,26243858,1,Kogelgeweer,VS,Zimbabwe,,,Vliegtuig,Schiphol
01/26/2006,26243874,1,Kogelgeweer,VS,Zimbabwe,,,Vliegtuig,Schiphol
01/26/2006,26243882,1,Kogelgeweer,Canada,Zuid-Afrika,,,Vliegtuig,Schiphol
01/26/2006,26243823,1,Kogelgeweer,Canada,Iran,,,Vliegtuig,Schiphol
01/26/2006,26243831,2,Kogelgeweer,VS,Ethiopië,,,Vliegtuig,Schiphol
01/26/2006,26243904,1060,Munitie kal. 155 mm,Duitsland,VK,,,Auto/Schip,Rotterdam
01/27/2006,26250463,442,Munitie kal. 155 mm,VK,Italië,,,Auto/Schip,Rotterdam
01/27/2006,26250471,442,Munitie kal. 155 mm,VK,Italië,,,Auto/Schip,Rotterdam
01/30/2006,26250501,8500,kg. Explosieven (Nitrocellulose),Zwitserland,VK,,,Auto/Schip,Rotterdam
01/30/2006,26250455,1,Kogelgeweer,Canada,Canada,,,Vliegtuig,Schiphol
01/30/2006,26250331,936,Ontstekers voor granaten kal. 155 mm,Israël,VS,,,Vliegtuig,Schiphol
01/30/2006,Melding,150,kg. Explosieven,Duitsland,VS,,,Schip,Rotterdam
01/31/2006,26250080,1,"Zending wapens, delen en toebehoren",VK,Duitsland,,,Auto/Schip,Rotterdam
01/31/2006,26250110,2000,kg. Explosieven,Zweden,VS,,,Auto/Schip,Rotterdam
02/01/2006,26250102,5924,kg. Explosieven,Noorwegen,VS,,,Auto/Schip,Rotterdam
02/01/2006,26254000,797,"795 Patronen, 2 geweren",VS,Israël,,,Vliegtuig,Schiphol
02/01/2006,26250269,40,Munitie,Denemarken,VK,,,Vliegtuig,Schiphol
02/01/2006,26254094,2,Kogelgeweren,VS,Ethiopië,,,Vliegtuig,Schiphol
02/01/2006,26253764,7956,Patronen kal. 155 mm,VK,Italië,,,Auto/Schip,Rotterdam
02/08/2006,26263263,3,Raketmotoren ,Italië,VK,,,Auto/Schip,Rotterdam
02/08/2006,26258014,2,Traangasgranaatwerpers + Munitie 56 mm.,Frankrijk,Bahrein,,,Vliegtuig,Schiphol
02/09/2006,26265533,250,Rook/traangasgranaten,VS,Israël,,,Vliegtuig,Schiphol
02/09/2006,26265363,9410,kg. Explosieven,Noorwegen,VS,,,Auto/Schip,Rotterdam
02/09/2006,26265320,7291,kg. Explosieven,Zweden,VS,,,Auto/Schip,Rotterdam
02/09/2006,26265339,1,kg. Explosieven,Zweden,Canada,,,Auto/Schip,Rotterdam
02/09/2006,26264294,510,kg. Explosieven,Frankrijk,Canada,,,Auto/Schip,Rotterdam
02/09/2006,26265355,59,kg. Explosieven,Zweden,VS,,,Auto/Schip,Rotterdam
02/09/2006,26265347,2540,kg. Explosieven,Zweden,VS,,,Auto/Schip,Rotterdam
02/10/2006,26265800,70,Patronen kal. 130mm,Portugal,Duitsland,,,Schip/Auto,Rotterdam
02/13/2006,26265975,1,"Zending kogelgeweren, delen en toebehoren ",Portugal,VS,,,Schip,Rotterdam
02/13/2006,26266831,80,Munitie,Finland,Canada,,,Vliegtuig,Schiphol
02/13/2006,26268060,2,Kogelgeweren,VS,Tanzania,,,Vliegtuig,Schiphol
02/14/2006,26267706,497600,Kogelpatronen,VS,Spanje ,,,Schip,Rotterdam
02/14/2006,26268192,1,Kogelgeweer,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
02/14/2006,26268117,1,Kogelgeweer,Italië,VK,,,Vliegtuig,Schiphol
02/15/2006,26268184,400000,"Patronen kal. 5,56m",België,Jordanië,,,Vliegtuig,Maastricht
02/15/2006,26268206,2400,Hulzen + toebehoren kal. 155 mm,Duitsland,VK,,,Auto/Schip,Rotterdam
02/15/2006,26268478,9,"8 Pistolen, 1 pistoolmitrailleur & toebehoren",VK,Duitsland,,,Auto/Schip,Rotterdam
02/15/2006,26268486,10100,Onstekers voor mortiergranaten kal.  60mm ,Zuid-Afrika,Oostenrijk,,,Auto/Schip,Rotterdam
02/16/2006,26271614,4,Pistolen en Munitie,Kazachstan,Duitsland,,,Vliegtuig,Schiphol
02/16/2006,26271606,2,Pistolen en Munitie,Kazachstan,Duitsland,,,Vliegtuig,Schiphol
02/17/2006,26271630,50,Ontstekers,VS,Israël,,,Vliegtuig,Schiphol
02/17/2006,26268168,7183000,Kogelpatronen,Rusland,VS,,,Schip,Rotterdam
02/20/2006,26271681,2800,Traangasgranaten >zie voetnoot,Israël,Oeganda,,,Vliegtuig,Schiphol
02/21/2006,26269954,3,Pistolen,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269946,2,Pistolen,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269938,2,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269911,2,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269903,2,Pistolen,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269881,2,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269873,1,Kogelgeweer,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269865,2,Pistolen,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269857,2,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269849,2,Pistolen,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269830,2,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269822,2,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269814,2,Pistolen,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269806,2,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/21/2006,26269792,3,Kogelgeweren,Kazachstan,China,,,Vliegtuig,Schiphol
02/22/2006,26276403,30000,"Slagpijpjes, ontstekers en overdrachtsladingen",Zuid-Afrika,België,,,Schip/vrachtauto,Rotterdam
02/23/2006,26281008,5972000,Kogelpatronen,Rusland,VS,,,Schip,Rotterdam
02/27/2006,26280869,270,"Dozen kogelgeweren, delen en toebehoren",Portugal,VS,,,Schip,Rotterdam
02/27/2006,26282179,56,kg. Explosieven,Noorwegen,VS,,,Schip,Rotterdam
02/27/2006,26282160,400,kg. Explosieven,Zweden,VS,,,Schip,Rotterdam
02/27/2006,26282136,885,kg. Explosieven,Frankrijk,VS,,,Schip,Rotterdam
02/27/2006,26282187,2245,kg. Explosieven,Zweden,VS,,,Schip,Rotterdam
02/27/2006,26282152,7223,kg. Explosieven,Zweden,VS,,,Schip,Rotterdam
02/27/2006,26282144,8172,kg. Explosieven,Noorwegen,VS,,,Schip,Rotterdam
02/27/2006,26275369,2,Kogelgeweren,VS,Tanzania,,,Vliegtuig,Schiphol
02/27/2006,26275385,2,Kogelgeweren,VS,Tanzania,,,Vliegtuig,Schiphol
02/27/2006,26276586,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
02/27/2006,26276594,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
02/27/2006,26282306,2400,Hulzen + toebehoren kal. 155 mm,Duitsland,VK,,,Schip/auto,Rotterdam
02/28/2006,26185904,100,Granaten,VS,Israël,,,Vliegtuig,Schiphol
02/28/2006,26276772,100,Granaten,VS,Israël,,,Vliegtuig,Schiphol
02/28/2006,26276780,500,Rook/traangasgranaten,VS,Israël,,,Vliegtuig,Schiphol
03/01/2005,26286913,8800,Ontstekers,VS,Israël,,,Vliegtuig,Schiphol
03/01/2006,26286824,8800,Ontstekers,VS,Israël,,,Vliegtuig,Schiphol
03/01/2006,26282438,1,Kogelgeweer,Italië,VS,,,Vliegtuig,Schiphol
03/01/2006,26282446,2,Kogelgeweren,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/01/2006,26282454,1,Kogelgeweer en 40 Munitie,Finland,Zuid-Afrika,,,Vliegtuig,Schiphol
03/01/2006,26282470,1,Kogelgeweer en 60 Munitie,Finland,Zuid-Afrika,,,Vliegtuig,Schiphol
03/01/2006,26282462,1,Kogelgeweer en 40 Munitie,Finland,Zuid-Afrika,,,Vliegtuig,Schiphol
03/01/2006,26276381,5,Kogelgeweren en 1200 Munitie,VS,Tsjechië,,,Vliegtuig,Schiphol
03/01/2006,26276756,5,Kogelgeweren,Duitsland,VS,,,Vliegtuig,Schiphol
03/01/2006,26285526,8892,Machinegeweren,Spanje,VS,,,Schip,Rotterdam
03/01/2006,26286921,8800,Ontstekers,VS,Israël,,,Vliegtuig,Schiphol
03/02/2006,26286840,55,Delen van Kogelgeweren,VS,VS,,,Vliegtuig,Schiphol
03/02/2006,26285259,281,"Pistolen, pist.mitr. en delen en toebehoren",Duitsland,VK,,,Schip,Rotterdam
03/02/2006,26285240,9681,kg. Explosieven,Noorwegen,Canada,,,Schip,Rotterdam
03/02/2006,26286816,1,Kogelgeweer,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
03/02/2006,26286778,1,Pistool,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26286786,1,Pistool,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26285623,2,Pistolen,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26285577,1,Pistool,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26282411,1,Pistool,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26285585,1,Pistool,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26285607,1,Pistool,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26285593,1,Pistool,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26285615,2,Pistolen,Zweden,VS,,,Vliegtuig,Schiphol
03/02/2006,26286808,1,Kogelgeweer,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
03/03/2006,26285488,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/03/2006,26286972,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/03/2006,26286840,110,Delen van Kogelgeweer,VS,VS,,,Vliegtuig,Schiphol
03/03/2006,26282403,1,Kogelgeweer,Noorwegen,Zuid-Afrika,,,Vliegtuig,Schiphol
03/03/2006,26288185,2,Kogelgeweer,Frankrijk,Zuid-Afrika,,,Vliegtuig,Schiphol
03/06/2006,26288223,100000,Patronen 5.56mm,België,Jordanië,,,Vliegtuig,Maastricht
03/06/2006,26290929,13000,Patronen 25mm,Zwitserland,Koeweit,,,Auto/schip,Rotterdam
03/06/2006,26288967,100,Pistoolmitrailleurs en toebehoren,België,Jordanië,,,Auto/vliegtuig,Maastricht
03/06/2006,26288983,1060,"Hulzen, toebehoren en disks",Duitsland,VK,,,Auto/schip,Rotterdam
03/07/2006,26288258,6804,"4 Kogelgeweren (F2000), 6800 Munitie ",België,Oman ,,,Auto/vliegtuig,Maastricht
03/07/2006,26291011,1,Pantservoertuig met 30mm geschut,Zwitserland,Maleisië,,,Schip,Rotterdam
03/07/2006,26288266,18400,Patronen,VS,België,,,Schip,Rotterdam
03/08/2006,26293545,23,Kogelgeweren,Finland,VS,,,Vliegtuig,Schiphol
03/14/2006,26295386,3046,"1500 Ontst./ladingen, 26 raketkopp., 20 dln v antitankw.",Zuid-Afrika,Egypte,,,Schip/auto,Rotterdam
03/14/2006,26296978,2509,Patronen,Duitsland,Australië,,,Auto/Vliegtuig,Schiphol
03/14/2006,26295475,448000,Patronen,Spanje,VS,,,Schip,Rotterdam
03/15/2006,26296986,40,Munitie,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
03/15/2006,26295696,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/15/2006,26295629,2,Kogelgeweren,Canada,Botswana,,,Vliegtuig,Schiphol
03/15/2006,26295645,1,Kogelgeweer,VS,Noorwegen,,,Vliegtuig,Schiphol
03/15/2006,26295653,1,Kogelgeweer,Italië,VK,,,Vliegtuig,Schiphol
03/15/2006,26295661,2,Kogelgeweren,Italië,VK,,,Vliegtuig,Schiphol
03/15/2006,26295688,2,Kogelgeweren,Italië,VK,,,Vliegtuig,Schiphol
03/15/2006,26292476,1,Kogelgeweer en 60 Munitie,VS,Rusland,,,Vliegtuig,Schiphol
03/15/2006,26292417,1,Kogelgeweer en 60 Munitie,Canada,Rusland,,,Vliegtuig,Schiphol
03/15/2006,26286964,1,Kogelgeweer,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
03/15/2006,26288177,1,Kogelgeweer,VS,Spanje,,,Vliegtuig,Schiphol
03/15/2006,26292484,1,Kogelgeweer,Noorwegen,Zuid-Afrika,,,Vliegtuig,Schiphol
03/15/2006,26292743,5002,"2 Pistolen, 5000 Munitie",België,Turkije,,,Auto/Vliegtuig,Maastricht
03/15/2006,26292832,1070000,Slaghoedjes,VS,Israël,,,Vliegtuig,Schiphol
03/15/2006,26300134,1400,Traangasgranaten,Israël,Oeganda,,VP afgew,Vliegtuig,Schiphol
03/15/2006,26297028,1588,Patroonhulsen,Duitsland,VK,,,Auto/schip,Rotterdam
03/15/2006,26296994,2832,Patroonhulsen met toebehoren,Duitsland,VK,,,Auto/schip,Rotterdam
03/15/2006,26292840,10000,Slaghoedjes,VS,Israël,,,Vliegtuig,Schiphol
03/15/2006,26297001,10,Rookgranaten,Duitsland,VK,,,Auto/schip,Rotterdam
03/16/2006,26296633,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296641,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296668,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296676,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296684,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296692,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296706,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296714,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296722,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296730,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296749,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296757,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296765,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296781,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296803,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26296773,442,Patronen 155mm,VK,Italië,,,Auto/schip,Rotterdam
03/16/2006,26298717,300,"133 Ontstekers, 12 Hulzen en 155 ladingen",VK,Duitsland,,,Auto/schip,Rotterdam
03/15/2006,26298989,1,Kogelgeweer,Noorwegen,Tsjechië,,,Vliegtuig,Schiphol
03/15/2006,26297486,1,Kogelgeweer,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/15/2006,26297478,1,Kogelgeweer,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/15/2006,26297451,1,Kogelgeweer,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/16/2006,26300479,816000,Hulzen met slaghoedje ,Italië,VK,,,Auto/schip,Rotterdam
03/16/2006,26292875,10384,"10000 Rookgranaten, 384 Patronen 40mm",Zuid-Afrika,Ierland,,,Auto/schip,Rotterdam
03/20/2006,26301378,2,Machinegeweren inclusief toebehoren,België,Koeweit,,,Vliegtuig,Maastricht
03/20/2006,26301386,20000,Versterkers,Spanje,VK,,,Auto/Schip,Rotterdam
03/21/2006,26292778,6,Raketmotoren,Italië,VK,,,Auto/schip,Rotterdam
03/22/2006,26296951,1,Kogelgeweer en 40 Munitie,Tsjechië,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26296943,1,Kogelgeweer en 38 Munitie,Tsjechië,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26303710,1,Kogelgeweer en 1 znd Munitie,Spanje,Tanzania,,,Vliegtuig,Schiphol
03/22/2006,26298938,1,Kogelgeweer,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26298946,1,Kogelgeweer,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26298954,1,Kogelgeweer,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26298911,1,Kogelgeweer ,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26300150,3,1 Verdovings-geweer en 2 Lopen ,VK,Oeganda,,,Vliegtuig,Schiphol
03/22/2006,26298962,50,Munitie,VK,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26303672,2,Kogelgeweren,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26303680,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/22/2006,26303699,550000,Patronen,Spanje,Taiwan,,,Schip,Rotterdam
03/22/2006,26305403,1,Panservoertuig met 120mm mortiergeschut,Zwitserland,Maleisië,,,Schip,Rotterdam
03/23/2006,26305497,35550,Aanjagers,Spanje,VK,,,Auto/Schip,Rotterdam
03/23/2006,26294509,51840,Lichtkogels,Duitsland,VK,,,Auto/Schip,Rotterdam 
03/22/2006,26305470,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/23/2006,26307740,1,Kogelgeweer + Munitie ,Letland,China,,,Vliegtuig,Schiphol
03/23/2006,26307759,1,Kogelgeweer + Munitie ,Letland,China,,,Vliegtuig,Schiphol
03/23/2006,26307767,1,Kogelgeweer + Munitie ,Letland,China,,,Vliegtuig,Schiphol
03/23/2006,26305411,1,Pistool + minitie,VS,Kenia,,,Vliegtuig,Schiphol
03/23/2006,26305438,1,Kogelgeweer,Denemarken,Zuid-Afrika,,,Vliegtuig,Schiphol
03/23/2006,26305462,1,Kogelgeweer,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
03/24/2006,26306868,6,Raketmotoren,Italië,VK,,,Auto/schip,Onbekend
03/24/2006,26298709,1520,Signaalpatronen,VS,Portugal,,,Auto/schip,Rotterdam
03/27/2006,26307805,2020,Hulzen met toebehoren 155mm,Duitsland,VK,,,Auto/schip,Rotterdam
03/27/2006,26307791,2400,Hulzen met toebehoren 155mm,Duitsland,VK,,,Auto/schip,Rotterdam
