Datum afgifte,nummer,SG-Post,Omschrijving goederen,Opgegeven eindgebruik,D/T,Land van eindbestemming,Land van herkomst,Waarde(€),Datum verval
01/04/2008,27408931,2B352b,Fermentoren,Demonstratie,T,Israël,Onbekend,"30,000",01/31/2009
01/08/2008,27440037,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,VK via Israël,Onbekend,"28,875",01/31/2009
01/08/2008,27440029,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv de kustwacht,D,Zuid-Korea,Onbekend,"2,633",01/31/2009
01/08/2008,27427030,6A003b3,Camera's,Testen,T,Verenigde Arabische Emiraten,Onbekend,"1,500",01/31/2009
01/09/2008,27443516,1C350-07,Fosfortrichloride,Vervaardiging van geneesmiddelen,D,Mexico,Onbekend,1,01/31/2009
01/09/2008,27459285,1C350-07,Fosfortrichloride,Vervaardiging van anti-oxidanten en thermische stabilisatoren,D,Taiwan,Onbekend,"338,857",01/31/2009
01/09/2008,27435815,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv civiel gebruik,D,Taiwan,Onbekend,"9,840",01/31/2009
01/10/2008,27459277,1C350-38,Fosforpentachloride,Vervaardiging van geneesmiddelen,D,Kroatië,Onbekend,"74,294",01/31/2009
01/10/2008,27459269,1C350-38,Fosforpentachloride,Vervaardiging van geneesmiddelen,D,Zuid-Afrika,Onbekend,"24,200",01/31/2009
01/11/2008,27387810,1C350-47,Fosforpentasulfide,Tbv de mijnbouw,D,Zuid-Afrika,Onbekend,"2,216,899",01/31/2009
01/11/2008,27382614,2B350g4,Kogelkraan,Tbv de petrochemische industrie,D,China,Onbekend,"168,000",01/31/2009
01/11/2008,27417620,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Onderzoek en ontwikkeling,T,China,Onbekend,"9,000",01/31/2009
01/15/2008,27399029,1C350-46,Triethanolamine,Tbv veterinair gebruik,D,Syrië,Onbekend,"12,769",01/31/2009
01/16/2008,27267386,1C002b4b,Aluminium,Tbv matrijzen,D,Venezuela,Onbekend,"30,000",01/31/2009
01/16/2008,27471501,1C350-50,Natriumsulfide,Ontharen en behandelen van huiden en vellen,D,Ethiopië,Onbekend,"27,060",01/31/2009
01/17/2008,27490964,1C350-46,Triethanolamine,Tbv de olie-industrie,D,Oman,Onbekend,"51,948",01/31/2009
01/17/2008,27455387,2B352b,Fermentoren,Onderzoek,D,Israël,Onbekend,"30,000",01/31/2009
01/17/2008,27492266,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,VS via Israël,Onbekend,"2,500",01/31/2009
01/17/2008,27492258,6A003b3,Camera's,Demonstratie tbv militair gebruik,T,Singapore,Onbekend,"3,000",01/31/2009
01/18/2008,27502482,2B350g4,Kogelkraan,Tbv de petrochemische industrie,D,China,Onbekend,"168,000",01/31/2009
01/18/2008,27499295,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Wereld muv gevoelige landen,Onbekend,"500,000",01/31/2011
01/24/2008,27515746,0B002a,Kleppen,Vervaardigen van een verrijkingsinstallatie,D,Verenigd Koninkrijk,Onbekend,"875,000",01/31/2009
01/24/2008,27516661,6A003b3,Camera's,Demonstratie tbv militair gebruik,T,Singapore,Onbekend,"3,000",01/31/2009
01/25/2008,27415253,1C350-02,Fosforoxychloride,Vervaardiging van pesticiden,D,Zuid-Afrika,Onbekend,"932,400",01/31/2009
01/25/2008,27517919,1C350-43,Natriumfluoride,Vervaardiging van tandpasta,D,Noorwegen,Onbekend,853,01/31/2009
01/28/2008,27527809,6A002a2a,(TWeede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv de politie,D,Zuid-Afrika,Onbekend,"28,100",01/31/2009
01/28/2008,27527787,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv de kustwacht,T,Zuid-Korea,Onbekend,"9,721",01/31/2009
01/29/2008,27521312,1C350-46,Triethanolamine,Tbv de galvano-industrie,D,Singapore,Onbekend,"4,217",01/31/2009
01/29/2008,27527795,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Nederland via Israël,Onbekend,"2,415",01/31/2009
01/29/2008,27510299,7A003a,Traagheidsnavigatiesystemen,Opmeten van objecten op en langs langgerekte tracé's,T,Wereld muv gevoelige landen,Onbekend,"945,056",01/31/2009
01/30/2008,27534686,1C350-07,Fosfortrichloride,Vervaardiging van fosfieten,D,Saoedi-Arabië,Onbekend,"321,048",01/31/2009
01/30/2008,27415202,1C350-16,Dimethylamine,Vervaardiging van gewasbeschermingsmiddelen,D,Iran,Onbekend,"510,766",01/31/2009
01/30/2008,27534694,1C350-38,Fosforpentachloride,Vervaardiging van geneesmiddelen,D,Oekraïne,Onbekend,"6,253",01/31/2009
01/30/2008,27532152,1C350-47,Fosforpentasulfide,Vervaardiging van pesticiden,D,India,Onbekend,"143,993",01/31/2009
02/01/2008,27459293,1C350-07,Fosfortrichloride,Vervaardiging van anti-oxidanten en thermische stabilisatoren,D,Taiwan,Onbekend,"1,458,086",01/31/2009
02/01/2008,27503705,1C350-46,Triethanolamine,"Vervaardiging van kleur-, geur- en smaakstoffen",D,Jordanië,Onbekend,"15,346",01/31/2009
02/01/2008,27516467,1C350-46,Triethanolamine,Tbv de textiel- en schoonmaakindustrie,D,Turkije,Onbekend,"60,912",01/31/2009
02/01/2008,27516475,1C350-46,Triethanolamine,Tbv de textiel- en schoonmaakindustrie,D,Turkije,Onbekend,"61,100",01/31/2009
02/04/2008,27459250,1C350-07,Fosfortrichloride,Vervaardiging van organische fosfieten,D,Saoedi-Arabië,Onbekend,"544,500",02/28/2009
02/04/2008,27553966,1C350-46,Triethanolamine,Tbv de textiel- en schoonmaakindustrie,D,Turkije,Onbekend,"61,100",02/28/2009
02/04/2008,27553974,1C350-46,Triethanolamine,Tbv de textiel- en schoonmaakindustrie,D,Turkije,Onbekend,"60,912",02/28/2009
02/05/2008,27368050,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Pakistan,Onbekend,"28,486",02/28/2009
02/06/2008,27540554,1C350-46,Triethanolamine,Tbv de olie-industrie,D,Trinidad en Tobago,Onbekend,"99,320",02/28/2009
02/06/2008,27408923,2B352b,Fermentoren,Vervaardiging van geneesmiddelen,D,Israël,Onbekend,"260,801",02/28/2009
02/11/2008,27561136,6A002a2a,(Derde generatie) beeldversterkerbuizen,Wetenschappelijk onderzoek,D,Singapore,Onbekend,"49,995",02/28/2009
02/12/2008,27393292,2B352b,Fermentoren,Vervaardiging van geneesmiddelen,D,India,Onbekend,"275,000",02/28/2009
02/12/2008,27533833,3A001a5,Analoog/digitaalomzetters,Diversen (zie toelichting),D,Wereld muv gevoelige landen,Onbekend,"500,000",06/30/2009
02/12/2008,27533930,,Diverse goederen,Tbv civiel gebruik,D,Wereld muv gevoelige landen,Onbekend,"3,000,000",03/31/2009
02/12/2008,27533949,,"Apparatuur, software en technologie voor informatiebeveiliging",informatiebeveiliging,D,Wereld muv gevoelige landen,Onbekend,"100,000",11/30/2009
02/13/2008,27502873,3A001a5a4,Analoog/digitaalomzetters,Tbv electrochemische metingen,D,Mexico,Onbekend,"13,560",02/28/2009
02/15/2008,27575382,0B002,Pompen,Vervaardigen van een verrijkingsinstallatie,D,Verenigd Koninkrijk,Onbekend,"286,765",02/28/2009
02/18/2008,27578128,0E001,Technologie tbv uraniumverrijking mbv ultra gascentrifuge,Vervaardigen van een verrijkingsinstallatie,D,Verenigde Staten van Amerika,Onbekend,"5,000",02/28/2009
02/19/2008,27312136,1A227,Stralingafschermende ramen,Tbv de verwerking van radiofarmaceutische producten,D,Saoedi-Arabië,Onbekend,"90,372",02/28/2009
02/19/2008,27526349,2B350g,Kleppen,Tbv een azijnzuurfabriek,D,China,Onbekend,"476,819",02/28/2009
02/19/2008,27557252,7A003a,Traagheidsnavigatiesystemen,Aanleggen hoogspanningslijnen,T,Zuid-Afrika,Onbekend,"48,662",02/28/2009
02/20/2008,27323448,3A233a,Spectrometer,Analyse van voedsel,D,Saoedi-Arabië,Onbekend,"74,291",02/28/2009
02/21/2008,27578101,3A233a,Spectrometer,Onderzoek van water- en bodemmonsters,D,Rusland,Onbekend,"63,744",02/28/2009
02/25/2008,27459706,1C350-47,Fosforpentasulfide,Tbv de mijnbouw,D,Kazachstan,Onbekend,"533,543",02/28/2009
02/25/2008,27391907,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China,Onbekend,"2,191,186",02/28/2009
02/25/2008,27391915,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China,Onbekend,"4,368,000",02/28/2009
02/25/2008,27391931,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China,Onbekend,"1,012,001",02/28/2009
02/25/2008,27391958,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China,Onbekend,"828,000",02/28/2009
02/25/2008,27391923,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China via Hongkong,Onbekend,"2,100,000",02/28/2009
02/26/2008,27588476,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,VK via Israël,Onbekend,"4,080",02/28/2009
02/26/2008,27588484,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Onderzoek en ontwikkeling,D,Israël,Onbekend,"4,080",02/28/2009
02/26/2008,27588506,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,D,Kroatië,Onbekend,"19,625",02/28/2009
02/26/2008,27588492,6A003b3,Camera's,Reparatie en onderhoud,T,Israël,Onbekend,"2,770",02/28/2009
02/27/2008,27583393,9E101,Technologie,Tbv de ontwikkeling van raketmotoren,D,Zuid-Korea,Onbekend,"1,000,000",02/28/2009
02/27/2008,27280366,1B001a,Draadwindmachines,Vervaardiging van buizen versterkt met glasvezel,D,Verenigde Arabische Emiraten,Onbekend,"450,000",02/28/2009
02/27/2008,27610234,1C010b,Koolstofvezel,Tbv de kunststofindustrie,D,Zuid-Korea,Onbekend,"97,984",02/28/2009
02/27/2008,27593925,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv de politie,D,Zuid-Afrika,Onbekend,"10,500",02/28/2009
02/29/2008,27593917,1C350-07,Fosfortrichloride,Vervaardiging van geneesmiddelen,D,Argentinië,Onbekend,"31,600",02/28/2011
02/29/2008,27575641,1C350-47,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Wit-Rusland (Belarus),Onbekend,"684,047",02/28/2009
03/04/2008,27598994,2B230,(Onderdelen voor) drukomzetters,Vervaardiging van halfgeleiderelementen of -materialen,D,Israël,Onbekend,"240,153",02/28/2009
03/04/2008,27565409,2B230,(Onderdelen voor) drukomzetters,Vervaardiging van halfgeleiderelementen of -materialen,D,Taiwan,Onbekend,"1,372,300",02/28/2009
03/04/2008,27437656,3A233,Spectrometer,Onderzoek van grondstoffen,D,Israël,Onbekend,"55,799",03/31/2009
03/05/2008,27595863,3A233a,Spectrometer,Analyse van metalen,D,Rusland,Onbekend,"65,029",03/31/2009
03/06/2008,27575390,1C350-42,Ammoniumbifluoride,Bewerken van glas,D,Rusland,Onbekend,"300,000",03/31/2009
03/10/2008,27616437,2B352,Fermentoren,Onderzoek,T,Zuid-Korea,Onbekend,"35,000",02/28/2009
03/11/2008,27623905,1C350-46,Triethanolamine,Tbv de olie-industrie,D,Argentinië,Onbekend,"7,434",03/31/2011
03/11/2008,27600441,3A001a5a4,Analoog/digitaalomzetters,Tbv electrochemische metingen,D,Singapore,Onbekend,"1,192",03/31/2009
03/11/2008,27600468,3A001a5a4,Analoog/digitaalomzetters,Tbv demonstratie en laboratoriumgebruik,D,Singapore,Onbekend,"1,192",03/31/2009
03/12/2008,27306942,2E002,Technologie,Vervaardiging van afsluiters,D,India,Onbekend,"100,000",03/31/2009
03/14/2008,27204309,5D002c2,Software voor informatiebeveiliging,Informatiebeveiliging,D,Wereld,Onbekend,"600,000",02/28/2011
03/17/2008,27603491,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Saoedi-Arabië,Onbekend,"9,000",03/31/2009
03/17/2008,27513050,,Apparatuur en software voor informatiebeveiliging,Informatiebeveiliging,D,Wereld muv gevoelige landen,Onbekend,"500,000",03/31/2011
03/18/2008,27634702,1C350-47,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Rusland,Onbekend,"537,404",03/31/2009
03/18/2008,27643728,2B230,(Onderdelen voor) drukomzetters,Vervaardiging van halfgeleiderelementen of -materialen,D,Israël,Onbekend,"205,845",03/31/2009
03/18/2008,27602169,5D002a,Software voor informatiebeveiliging,Informatiebeveiliging,D,Nederlandse Antillen,Onbekend,27,03/31/2009
03/18/2008,27630286,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore,Onbekend,"110,250",03/31/2009
03/21/2008,27630057,7A003a,Traagheidsnavigatiesystemen ,Aanleggen van wegen,T,Servië en Montenegro,Onbekend,"24,015",04/30/2008
03/25/2008,27625436,0E001,Technologie tbv uraniumverrijking mbv ultra gascentrifuge,Vervaardigen van een verrijkingsinstallatie,D,Verenigd Koninkrijk,Onbekend,"500,000",03/31/2009
03/25/2008,27626076,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China,Onbekend,"145,980",03/31/2009
03/25/2008,27626084,2B350i,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,China,Onbekend,"168,520",03/31/2009
03/26/2008,27647057,1C350-42,Ammoniumbifluoride,Tbv de olie-industrie,D,Tunesië,Onbekend,"8,685",03/31/2009
03/26/2008,27642209,1C450b1,Ammoniumpolyfosfaat,Tbv de textielindustrie,D,Turkije,Onbekend,"127,600",03/31/2009
03/27/2008,27655076,3A001a3,Geïntegreerde schakelingen,Tbv radarsystemen voor militair gebruik,D,Zuid-Afrika,Onbekend,"40,180",03/31/2009
03/28/2008,27575404,2B350d,Warmtewisselaars,Vervaardiging van farmaceutische producten,D,Singapore,Onbekend,"200,000",03/31/2009
03/28/2008,27648762,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Inspectie- en meetapparatuur (tbv printplaten),T,Taiwan,Onbekend,"12,730",03/31/2009
03/28/2008,27648754,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Demonstratie  ,T,Thailand,Onbekend,"3,035",03/31/2009
03/31/2008,27629822,3A001a5a4,Analoog/digitaalomzetters,Tbv electrochemische metingen,D,Hongkong via Singapore,Onbekend,"1,192",03/31/2009
03/31/2008,27665470,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Demonstratie  ,T,Thailand,Onbekend,"1,970",03/31/2009
03/31/2008,27623557,,"Apparatuur, software en technologie voor informatiebeveiliging",Informatiebeveiliging,D,Wereld muv gevoelige landen,Onbekend,"16,500,000",03/31/2009
04/02/2008,27665136,1C350-47,Fosforpentasulfide,Tbv de mijnbouw,D,Kazachstan,Onbekend,"347,354",04/30/2009
04/02/2008,27658636,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,D,Rusland,Onbekend,"300,000",04/30/2009
04/03/2008,27668682,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Slovenië via Israël,Onbekend,"28,875",04/30/2009
04/03/2008,27668690,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Slovenië via Israël,Onbekend,"183,750",04/30/2009
04/03/2008,27668704,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Singapore,Onbekend,"617,445",04/30/2009
04/03/2008,27668720,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv de kustwacht,T,Zuid-Korea,Onbekend,"1,551",04/30/2009
04/04/2008,27666558,3A233a,Spectrometer,Onderzoek van water- en bodemmonsters,D,Zuid-Afrika,Onbekend,"173,956",04/30/2009
04/04/2008,27666612,3A233a,Spectrometer,Onderzoek van metalen,D,Zuid-Afrika,Onbekend,"199,839",04/30/2009
04/07/2008,27679951,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Demonstratie tbv militair gebruik,T,Zuid-Afrika,Onbekend,"1,500",04/30/2009
04/07/2008,27430724,6A003b4,Camera's,Inspectie van elektrische installaties,D,China,Onbekend,"81,099",04/30/2009
04/07/2008,27430732,6A003b4,Camera's,Inspectie van elektrische installaties,D,China,Onbekend,"40,550",04/30/2009
04/07/2008,27598935,6A003b4,Camera's,Demonstratie tbv diverse klanten (civiel),D,China,Onbekend,"40,550",04/30/2009
04/08/2008,27652417,2B350a,Reactor,Tbv de chemische industrie,D,Saoedi-Arabië,Onbekend,"136,760",04/30/2009
04/08/2008,27404766,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Demonstratie tbv militair gebruik,T,Pakistan,Onbekend,"24,000",04/30/2009
04/09/2008,27683886,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Zuid-Korea via Frankrijk,Onbekend,"380,591",04/30/2009
04/09/2008,27668712,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Zuid-Korea,Onbekend,"16,515",04/30/2008
04/10/2008,27658644,0B002c,Opvangsystemen voor verarmd en verrijkt uraan,Uraniumverrijking,D,Verenigd Koninkrijk,Onbekend,"119,614",04/30/2009
04/11/2008,27645674,0E001,Technologie tbv uraniumverrijking mbv ultra gascentrifuge,Vervaardigen van een verrijkingsinstallatie,D,Duitsland,Onbekend,"48,000",04/30/2009
04/15/2008,27549144,3A233a,Spectrometer,Onderzoek van water- en milieumonsters,D,Indonesië,Onbekend,"138,000",04/30/2009
04/15/2008,27522130,3C003b,Trimethylantimoon,Vervaardiging van halfgeleiderelementen of -materialen,D,Singapore,Onbekend,"16,153",04/30/2009
04/15/2008,27688349,6A008h2,Draagbare rondzoekradar,Surveillance en beveiligingsdoeleinden (militair),D,Libië via Duitsland,Onbekend,"1,073,675",04/30/2009
04/16/2008,27669239,1C350-42,Ammoniumbifluoride,Vervaardiging van reinigingsmiddelen,D,Suriname,Onbekend,"1,650",04/30/2009
04/16/2008,27668046,1C350-46,Triethanolamine,Tbv de textielindustrie,D,Turkije,Onbekend,"41,171",04/30/2009
04/16/2008,27665004,1C350-50,Natriumsulfide,Ontharen en behandelen van huiden en vellen,D,Marokko,Onbekend,"18,000",04/30/2009
04/17/2008,27695612,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,D,Rusland,Onbekend,"1,000,000",04/30/2009
04/18/2008,27703682,0C001,"Uraniumhexafluoride (U-235 < 0,4%)",Energie-opwekking,D,Zuid-Korea,Onbekend,"1,178,064",04/30/2009
04/18/2008,27703690,0C001,"Uraniumhexafluoride (U-235 < 0,4%)",Energie-opwekking,D,Zuid-Korea,Onbekend,"1,938",04/30/2009
04/18/2008,27706053,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden (havens en luchthavens - civiel),D,China,Onbekend,"487,000",04/30/2009
04/18/2008,27699936,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,D,Zuid-Korea,Onbekend,"350,320",04/30/2009
04/18/2008,27683819,6A003b4,Camera's,Demonstratie,T,China,Onbekend,"47,566",04/30/2009
04/21/2008,27699944,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Argentinië via België,Onbekend,"223,800",04/30/2009
04/22/2008,27514243,3B001b,Productie-apparatuur voor halfgeleiderelementen of -materialen,Vervaardiging van halfgeleiderelementen of -materialen,D,Maleisië,Onbekend,"5,950,000",04/30/2009
04/22/2008,27514251,3B001b,Productie-apparatuur voor halfgeleiderelementen of -materialen,Vervaardiging van halfgeleiderelementen of -materialen,D,Maleisië,Onbekend,"5,504,000",04/30/2009
04/22/2008,27686141,6A003b4,Camera's,Surveillance en beveiligingsdoeleinden (brandpreventie),D,China,Onbekend,"117,067",04/30/2009
04/23/2008,27714331,3A233a,Spectrometer,Onderzoek van metalen,D,Zuid-Afrika,Onbekend,"199,839",04/30/2009
04/23/2008,27714358,3A233a,Spectrometer,Onderzoek van water- en bodemmonsters,D,Zuid-Afrika,Onbekend,"173,956",04/30/2009
04/24/2008,27652468,2B230,(Onderdelen voor) drukomzetters,Vervaardiging van halfgeleiderelementen of -materialen,D,Taiwan,Onbekend,"646,120",04/30/2009
04/25/2008,27720498,1C010b,Koolstofvezel,Tbv de kunststofindustrie,D,Zuid-Korea,Onbekend,"135,685",04/30/2009
04/25/2008,27703755,1C350-02,Fosforoxychloride,Vervaardiging van geneesmiddelen,D,Kroatië,Onbekend,"27,250",04/30/2009
04/25/2008,27703763,1C350-38,Fosforpentachloride,Vervaardiging van geneesmiddelen,D,Kroatië,Onbekend,"119,000",04/30/2009
04/25/2008,27718795,3A233a,Spectrometer,Onderzoek van water- en milieumonsters,D,Indonesië,Onbekend,"138,000",04/30/2009
04/25/2008,27706932,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv de kustwacht,D,Zuid-Korea,Onbekend,"11,927,500",04/30/2009
04/28/2008,27719503,3A233a,Spectrometer,Onderzoek van metalen,D,Zuid-Afrika,Onbekend,"199,839",04/30/2009
04/28/2008,27719511,3A233a,Spectrometer,Onderzoek van water- en bodemmonsters,D,Zuid-Afrika,Onbekend,"269,231",04/30/2009
04/28/2008,27695620,,Diverse goederen,Diversen (zie toelichting),D,Diverse landen,Onbekend,"9,000,000,000",04/30/2011
05/06/2008,27717756,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Reparatie van buizen,T,Zuid-Afrika,Onbekend,"6,630",05/31/2009
05/06/2008,27722210,6A003b3,Camera's,Reparatie en onderhoud,T,Israël,Onbekend,"2,770",05/31/2009
05/07/2008,27726070,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Tbv civiel gebruik,T,Israël,Onbekend,"5,000",05/31/2009
05/09/2008,27722237,6A003b4,Camera's,Demonstratie,T,Rusland,Onbekend,"60,021",05/31/2009
05/14/2008,27737331,1C350-07,Fosfortrichloride,Vervaardiging van geneesmiddelen,D,Brazilië,Onbekend,"18,900",05/31/2009
05/14/2008,27733506,1C350-07,Fosfortrichloride,Vervaardiging van fosfieten en anti-oxidanten,D,Taiwan,Onbekend,"836,570",05/31/2009
05/14/2008,27737358,1C350-07,Fosfortrichloride,Vervaardiging van fosfieten en anti-oxidanten,D,Taiwan,Onbekend,"674,005",05/31/2009
05/14/2008,27685048,8A002o1,Schroefassen en lagers,Tbv militair gebruik (marine),D,Pakistan,Onbekend,"82,845",05/31/2009
05/19/2008,27747396,2B230,(Onderdelen voor) drukomzetters,Vervaardiging van halfgeleiderelementen of -materialen,D,Israël,Onbekend,"191,181",03/31/2009
05/19/2008,27637922,2B350g,Kleppen,Tbv de chemische industrie,D,Zuid-Afrika,Onbekend,"6,995",05/31/2009
05/19/2008,27680941,2B350g,Kleppen,Tbv de olie- en gasindustrie,D,Zuid-Afrika,Onbekend,"5,500",05/31/2009
05/19/2008,27747469,3B001 ,Productie-apparatuur voor halfgeleiderelementen of -materialen,Vervaardiging van halfgeleiderelementen of -materialen,D,Diverse landen,Onbekend,"9,559,050",07/31/2009
05/19/2008,27738524,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,D,Nederland via Israël,Onbekend,"14,646",05/31/2009
05/20/2008,27747264,1C350-02,Fosforoxychloride,Vervaardiging van fenol-harsen,D,Brazilië,Onbekend,"34,650",05/31/2009
05/20/2008,27609252,1C350-47,Fosforpentasulfide,Vervaardiging van pesticiden,D,India,Onbekend,"650,000",05/31/2009
05/21/2008,27693881,1C350-02,Fosforoxychloride,Vervaardiging van geneesmiddelen,D,Singapore,Onbekend,"57,500",05/31/2009
05/21/2008,27735312,1C350-38,Fosforpentachloride,Vervaardiging van geneesmiddelen,D,India,Onbekend,"91,767",05/31/2009
05/22/2008,27689787,1C350-02,Fosforoxychloride,Vervaardiging van fenol-harsen,D,Brazilië,Onbekend,"84,240",05/31/2009
05/22/2008,27705057,1C350-42,Ammoniumbifluoride,Tbv de olie-industrie,D,Tunesië,Onbekend,"16,133",05/22/2009
05/22/2008,27735657,1C350-46,Triethanolamine,Tbv kosmetische- en voedingsmiddelenlindustrie,D,Jordanië,Onbekend,"15,390",05/31/2009
05/22/2008,27736416,1C350-46,Triethanolamine,Tbv de olie-industrie,D,Kazachstan,Onbekend,"1,958",05/31/2009
